DATE,y,c
1980-04-01,-8.32783193262969,-9.1112934132795
1980-07-01,-0.475701752249336,4.36378735022203
1980-10-01,7.39098739436841,5.36823807741911
1981-01-01,7.76189067214403,1.33770286950892
1981-04-01,-2.97534126013801,0.0290556783951956
1981-07-01,4.7615550027686,1.84601289203812
1981-10-01,-4.38230524809313,-2.74543441418018
1982-01-01,-6.26336073076317,2.93560272916551
1982-04-01,1.82055917655219,1.21661267595101
1982-07-01,-1.53199737122236,2.67246720662371
1982-10-01,0.160003146324073,6.94604852670437
1983-01-01,5.23673234999649,3.93539778865204
1983-04-01,9.00006581796546,8.06323248365572
1983-07-01,7.91695132273134,7.10926166695884
1983-10-01,8.2588793096015,6.32410544760091
1984-01-01,7.74371884022784,3.3058663058668
1984-04-01,6.85202204023838,5.56499347427746
